"GEONAME_H";"CAT";"C_ROZH";"ROK_ST";"D_ROZH";"GN_ID"
"Trnavka";"Vodn˝ tok";"P-108/1978";2005;"30.03.1978";{8518330F-B05E-407D-9600-0B9A0C891D55}
"Ludrovanka";"Vodn˝ tok";"P-164/1976";2005;"23.06.1976";{79095456-5EB5-4412-931E-11827E82CC9D}
"VraËiöte";"Vrch";"P-378/1975";1993;"19.11.1976";{51EEED3C-46C6-4EF5-ACF3-E0E06E6371E4}
"Don·ty";"Pole";"P-108/1978";1985;"30.03.1978";{9EFD02DE-6AAD-4AFD-B55A-B4EFE0F32D95}
"Leöten";"Vrch";"P-164/1976";1994;"23.06.1976";{01DB8025-411C-41CB-B000-22BA19E0E633}
"Radsk˝ kan·l";"Kan·l, n·hon";"P-378/1975";2007;"19.11.1975";{A3B6C6CE-C3F6-475A-8A21-13A08D5C1D65}
"R˙banisk·";"Pole";"P-108/1978";1985;"30.03.1978";{24A1F767-8389-4973-99BF-3D5F7D9C2407}
"éivË·kovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{474868C1-1147-4DDE-B9DF-465161D7F9D6}
"PrieËne";"Vrch";"P-164/1976";1993;"23.06.1976";{2BDFDFF6-A0AB-4BA2-BB4A-816EF32A151A}
"L·ndorsky kan·l";"Kan·l, n·hon";"P-108/1978";1991;"30.03.1978";{EE112AE8-0ACB-4108-B0D0-1EE7D4F82AFE}
"Star· Nitra";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{650DF447-502B-4EDB-B7E3-1C639C2B10D9}
"Monica";"Les";"P-164/1976";2014;"23.06.1976";{D8273EA0-B9D1-447D-A5B1-AEF7956B97D7}
"Ostr˝";"Vrch";"P-164/1976";1990;"23.06.1976";{7DFD59BB-D45F-4AB6-B489-57B7E8044976}
"Kakvica";"Jazero, jazer·, pleso, ples·";"P-108/1978";1983;"30.03.1978";{4215A276-36AE-4F62-804F-2B0D7C18A6CE}
"ZÚavovci";"Majer, osada, samota, miestna Ëasù";"P-244/1986";2007;"29.07.1986";{DB171F9D-75EF-4A48-BF2D-771960C94461}
"DrieËna dolina";"Dolina";"P-164/1976";1990;"23.06.1976";{AF708DC7-D997-48BF-9A93-3B784ACE666A}
"Horeösk˝ kan·l";"Kan·l, n·hon";"P-378/1975";2005;"19.11.1975";{E6ED90DB-D2EE-46FD-B5DE-FBEB604A2F07}
"Severn˝ Sv‰tuösk˝ kan·l";"Kan·l, n·hon";"P-470/1991";2005;"30.09.1991";{7069B0A9-F5A5-47E0-B34B-20353ACF42BF}
"Sæ˙novsk˝ jarok";"Vodn˝ tok";"GK-1031/1993";2010;"01.06.1993";{D0FF0C3C-AD43-46D0-AFDB-309A350ED533}
"Barbir·tka";"JaskyÚa, priepasù";"P-327/1977";2009;"18.11.1977";{413F8743-401C-C396-E053-3DC4A8C0679D}
"Agneöka";"BaÚa, öachta, ötÙlÚa";"P-98/1990";2013;"08.02.1990";{115508B4-8F45-42A4-ACD0-986226558537}
"çap˙ch";"Vodn˝ tok";"P-164/1976";1993;"23.06.1976";{2ABEFD8A-956E-4EFE-BD2F-AB79602EB5AA}
"Pole od Bukovian";"Pole";"P-108/1978";1979;"30.03.1978";{58877C3E-9371-462A-B953-C8E48FEDAFF6}
"Brand˝sovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{D69A3EBB-905D-4E6F-AEC3-5F85D396CAE8}
"R˙banisko";"Pole";"P-378/1975";1993;"19.11.1975";{0B72D635-2C9C-41F8-A402-253CF73019E6}
"V·penÌk";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1999;"09.09.1981";{641DCC84-480E-4B97-88BD-0F5A5506AE48}
"Dytkovia";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{71CF72D7-B8A3-4347-B013-0B7FA68175F3}
"Paæ˙chovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{816120C7-E244-4C36-AA4D-1C40268360BA}
"Hrub· hora";"Vrch";"P-108/1978";1989;"30.03.1978";{C8507AC1-D189-490A-AA9B-BE0D38058372}
"Kriûanovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1989;"09.09.1981";{29E75272-D2E8-460F-9C98-C46A813DAE0C}
"MalÈ Z·luûie";"RybnÌk, rybnÌky";"P-190/1988";2007;"01.07.1988";{45AE7446-AE7E-4506-A93B-305ACB1F6BB2}
"Star· Nitra";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{1A913F3A-9A59-432A-B1D3-ADB92FD3A665}
"ä˙r";"Pole";"P-108/1978";1983;"30.03.1978";{567B032C-1137-4A9B-A03D-2D8E9E4E404E}
"Gelensk˝ kan·l";"Kan·l, n·hon";"P-5596/2009";2017;"04.09.2009";{853507F5-A4F7-4847-978E-E8D76F375AC9}
"Maön·kov·";"Vrch";"P-164/1976";1994;"23.06.1976";{D4DD6536-9AFF-4F45-8AAE-67D8520953C9}
"Chot·rsky mlyn";"Majer, osada, samota, miestna Ëasù";"P-221/1981";2007;"09.09.1981";{4B087908-335D-4031-8831-EEB4C21CFC96}
"Za Hromoöom";"L˙ka, pasienok";"P-196/1988";2007;"11.07.1988";{FD9DA62D-6DC2-453E-BC32-F367E16A12CD}
"Mr·Ëkov";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{E7629DFA-92E3-4EAA-AE58-AE4E707055EE}
"DÂûavy";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{6B8E0893-26BB-4A8A-9AFF-4702485F3395}
"Pod äkorv·nom";"Les";"GK-1634/1994";2017;"03.06.1994";{3F4720A3-09B3-B237-E053-3DC4A8C0BE65}
"Str·ne";"Sad, z·hrada";"P-108/1978";1988;"30.03.1978";{508B312E-DB7C-4E79-97B7-007F5A88050C}
"DehetnÌk";"Les";"P-255/1992";2009;"16.06.1992";{24C30708-33A2-44CC-BE90-AD91592ED06B}
"»epeæov potok";"Vodn˝ tok";"P-164/1976";1994;"23.06.1976";{CA52EB20-85FB-4A36-BCFD-F45B032F99F3}
"äkorv·novci";"Majer, osada, samota, miestna Ëasù";"GK-1634/1994";2017;"03.06.1994";{3F33841C-11F4-0144-E053-3DC4A8C06F87}
"Jeûov˝ vrch";"Vrch";"P-164/1976";1994;"23.06.1976";{E1438600-9715-4433-B700-8BC362F26F03}
"Tramka";"Hor·reÚ";"P-221/1981";1989;"09.09.1981";{F75F16FB-E7E3-44B0-9457-9CC6561CA40F}
"Pod vrötovnou";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{AD7B6DAF-880E-4275-8EAE-7D57F14BE9E9}
"Kuboökovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{CE4078F6-EAF5-4FF4-8886-21EECEA7E842}
"K·lnick˝ potok";"Vodn˝ tok";"P-108/1978";1991;"30.03.1978";{8DB3B02E-A5A8-4D22-BE3B-27356611805B}
"J·noöÌci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1992;"09.09.1981";{BB76C87E-E75A-471B-91C9-F1A67FC28C8A}
"Gundaöovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{B0889455-FF66-49E9-A6C1-2AC4936A6462}
"Star· éitava";"RybnÌk, rybnÌky";"P-108/1978";1991;"30.03.1978";{729A745A-8D51-498A-9430-FE589E2D9969}
"Bodrog-Kamenec";"Kan·l, n·hon";"P-425/1990";2007;"31.10.1990";{81CD5D19-2F7B-4F5C-BD0E-EB3A16173FEF}
"äarkanovsk· pustatina";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1992;"09.09.1981";{12211A92-BA99-4AD6-9FDB-6E54B01E56D2}
"Bodrog-Kamenec";"Kan·l, n·hon";"P-425/1990";2007;"31.10.1990";{2D4ABCC9-0366-40D5-B6AD-23B3841D6952}
"Vybuchanec";"Vodn˝ tok";"P-378/1975";1990;"19.11.1975";{509269A1-8C8B-4915-84E3-632F128D4DA2}
"sedlo œurkovej";"Priesmyk, sedlo";"P-164/1976";2007;"23.06.1976";{D2DD92E1-027D-4D3A-888A-2633D140AE6F}
"sedlo Poæany";"Priesmyk, sedlo";"P-164/1976";2007;"23.06.1976";{8AEB561F-6532-4123-8EFD-2CD9887ED1A7}
"Myö";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{AF9C3380-61E8-4C7D-B2E0-D3BF6A68B039}
"Z·kliËno";"Majer, osada, samota, miestna Ëasù";"P-306/1992";2007;"11.08.1992";{7614EE6A-7409-41D6-84DB-1DA4420BE36A}
"Z·kliËno";"Majer, osada, samota, miestna Ëasù";"P-306/1992";2007;"11.08.1992";{439AD76B-AA6C-4566-933A-99FBE4AC7AD4}
"Bobrovce";"Hor·reÚ";"P-221/1981";1994;"09.09.1981";{C7BFD9A4-D0A2-4DED-9B31-6F2C173D4F0B}
"Star· Nitra";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{BA8F027B-26AC-490A-9A25-505ED6C2594A}
"Kubatkovia";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{102E5496-0959-4279-9370-9808B88DC4EB}
"Podrobiöka";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{C2130C37-4B9D-4E3A-B26D-EBC166194B72}
"Cig·nËikovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1989;"09.09.1981";{4C6C811F-DC08-412D-85A4-C844922D6659}
"Ortieæ";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1991;"09.09.1981";{207A4535-C210-4AA9-A05A-07EA1549462C}
"Don·ty";"Pole";"P-108/1978";1985;"30.03.1978";{101ADDCB-5191-4C83-AF34-3D55C4C3F8EF}
"Star· Nitra";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{74A96C69-2607-461D-9A02-6A424785170A}
"UstrÌgl";"Vrch";"P-164/1976";1994;"23.06.1976";{38387AB4-A366-0DAA-E053-3DC4A8C09D83}
"Olöava";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{59F2C26A-9CFC-4A35-9DC7-D165BF7A49E1}
"Mal· Dolina";"Majer, osada, samota, miestna Ëasù";"P-221/1981";2007;"09.09.1981";{E576B205-7778-4FF8-A4FB-E9FE6A4C349B}
"Na Slask˙";"Pole";"P-244/1986";1986;"29.07.1986";{D5C30592-543F-409E-9B9E-69886DA5F3BF}
"Petrovesk˝ dvor";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1999;"09.09.1981";{00306385-FA99-4F91-BA64-B16113C5F18D}
"l·vka KonËistej";"Svah";"P-42/1988";2010;"04.02.1988";{67339462-D18C-4BE3-99D0-AC0BC60F980A}
"priepasù v Krakovej holi";"JaskyÚa, priepasù";"P-327/1977";2012;"18.11.1977";{990D34F6-7EA5-492B-B948-B99563692101}
"Predn˝ ⁄plaz";"Dolina";"P-170/1989";2010;"27.06.1989";{8C8C5EAD-66B2-4B8B-8A9E-85786E8F799D}
"äimnov";"Vrch";"P-108/1978";1985;"30.03.1978";{73E358FE-D08B-4244-9ACB-4AB6669BD45A}
"Pindula";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{2059A25B-3261-4232-B43D-AA5E89AD4644}
"Nad ûliebkami";"Vrch";"P-164/1976";1987;"23.06.1976";{38119BA8-0AA8-0AD4-E053-3DC4A8C097BF}
"Blava";"Vodn˝ tok";"P-108/1978";2005;"30.03.1978";{355EB188-24FF-4D87-A1B0-05730881FB8F}
"Podh·nkov·";"Majer, osada, samota, miestna Ëasù";"P-221/1981";2013;"09.09.1981";{5071D720-BC93-493E-A705-327105C53529}
"VeækÈ povrazy";"Pole";"P-378/1975";1991;"19.11.1975";{1ECABA0F-C4ED-450F-8510-22E38605D714}
"Jozefova pusta";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1981;"09.09.1981";{3B000D01-79A7-4A22-8E81-6D0A05BCDAD8}
"DÛna";"Majer, osada, samota, miestna Ëasù";"P-221/1981";2012;"09.09.1981";{43BCF576-9939-4B3F-8524-908413CC6F58}
"Bobek";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1993;"09.09.1981";{7C3CFA18-BE94-4F20-9B88-4971A10CE867}
"Bodrog-Kamenec";"Kan·l, n·hon";"P-425/1990";2007;"31.10.1990";{84C66E9B-B8E3-487A-9F41-A16698CD5213}
"Bodrog-Kamenec";"Kan·l, n·hon";"P-425/1990";2007;"31.10.1990";{D37E818C-B949-4D23-B34F-CDC6CF41D7C6}
"MotyËsk· hoæa";"Vrch";"P-164/1976";2010;"23.06.1976";{380C6CB4-1438-8899-E053-3DC4A8C00FED}
"»erhov";"Pole";"P-108/1978";1991;"30.03.1978";{1F0B93C7-A62E-4C6B-9DB0-9D00B24540CB}
"Z·kæapie";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{1562C7CC-585D-43DF-8DFF-4F56F4ACF80A}
"HornÈ hony";"Les";"P-108/1978";1991;"30.03.1979";{31D71B92-8B3A-456A-BB70-DD68E8176E63}
"Star˝ stavenec";"Les";"P-378/1975";1993;"19.11.1975";{185D1206-C9C0-481C-B529-3EDE1F0C2186}
"sv. StudÚa";"Kaplnka";"P-221/1981";2009;"09.09.1981";{566999F2-653E-4A33-8D49-B2315E7EB627}
"Bodrog-Kamenec";"Kan·l, n·hon";"P-425/1990";2007;"31.10.1990";{E1F785C2-26ED-4270-AEC5-51FF1404B067}
"Bodrog-Kamenec";"Kan·l, n·hon";"P-425/1990";2007;"31.10.1990";{1122FC21-5B19-49D4-B6E2-F17A2F14AE26}
"Doln˝ h·j";"Les";"P-108/1978";1979;"30.03.1978";{EA50A973-70B8-476C-BB22-48DEA6C68092}
"Balovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{4721994B-06F9-4BED-8447-94E5570DBE77}
"Monica";"Les";"P-164/1976";2014;"23.06.1976";{0318E9F8-2306-48A6-AF7A-8B1DCCF3F1B3}
"Ciglianka";"Vodn˝ tok";"P-164/1976";2007;"23.06.1976";{F7615C18-BC1C-4F6E-8F11-5F2816B5AB6A}
"GerÚov";"Pole";"P-164/1976";2009;"23.06.1976";{3926A870-39D3-402B-9893-BA2AA6F6A6CF}
"Froæovia";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{D38AA065-58BE-48BF-A0D7-CBF05D34CF8A}
"Popudinsk˝ mlyn";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1989;"09.09.1981";{6DE3BEF7-8B89-4DA6-979F-FDED55E96FA0}
"Bodrog-Kamenec";"Kan·l, n·hon";"P-425/1990";2007;"31.10.1990";{6DC87B20-6CA0-47C6-9163-9F2804D66183}
"DolnÈ valy";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1989;"09.09.1981";{CBF88EAB-5C1C-497B-9C74-6457CC07F1F0}
"HornÈ valy";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1989;"09.09.1981";{4BCBE3A0-8CD8-47F2-8E39-5D6098C96F06}
"Baratsko";"Majer, osada, samota, miestna Ëasù";"P-221/1981";2009;"09.09.1981";{598D8F82-2741-4F91-9A84-13D16A165126}
"GalagoÚa";"Pole";"GK-1115/1993";2010;"27.07.1993";{248CF278-29E7-4A2D-97F6-C108252A4D9C}
"Nad chrasùou";"Pole";"P-378/1975";1990;"19.11.1975";{64875075-44C7-4E0D-9772-8EB274FDD785}
"DrieÚok";"Vodn˝ tok";"P-164/1976";2007;"23.06.1976";{589834AC-303C-4F13-874F-E943C9528F4D}
"Bizovo";"Majer, osada, samota, miestna Ëasù";"P-255/1992";1981;"16.06.1992";{9878AF19-0557-4BD2-9353-8110BFD3C6D1}
"Doln˝ B·Ë";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1993;"09.09.1981";{A1AF6522-AA26-4633-9AC8-F4AC12D52D5E}
"Drienovka";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1991;"09.09.1981";{CF2F41FF-1993-43B2-8A97-77060AA3DC3F}
"Pod hrbom";"Les";"GK-1423/1993";2007;"28.07.1993";{8CCEECF4-5A19-454D-873F-28481A6544BD}
"Lekninec";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1991;"09.09.1981";{ED930A14-B811-40F1-B2BE-CB6076B6D785}
"SolniËiansky kan·l";"Kan·l, n·hon";"P-378/1975";1991;"19.11.1975";{83CA94A0-0F3C-4A8A-8B56-796A71E3B310}
"SolniËiansky kan·l";"Kan·l, n·hon";"P-378/1975";1991;"19.11.1975";{7C918F95-BB35-443E-A90A-C44B7BF30E5B}
"Satm·ryho klin";"Pole";"P-470/1991";2007;"21.03.2007";{96A591FA-A53D-4A57-BCA8-366E5A2EE169}
"Marklyho majer";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1993;"09.09.1981";{D1E24108-79B0-4379-AE40-A519DD3D29BD}
"Michalovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{F935CF3A-9FCB-43AC-BA9C-822921B6FF10}
"äatina";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{69676203-F704-469A-9BEB-D57C65C9BEA5}
"Nosick˝ kan·l";"Kan·l, n·hon";"P-108/1978";1994;"30.03.1978";{3A307CB1-B10B-4864-BA58-19ED118D4467}
"OsiËn˝";"Vrch";"P-164/1976";1994;"23.06.1976";{56471328-BB1F-4746-8DE5-9B1965688175}
"Marianska studniËka";"Kaplnka";"P-221/1981";1993;"09.09.1981";{8897B896-4C8B-4557-83F5-5F6EE95B59C9}
"B˙Ë-MoËa";"Kan·l, n·hon";"P-108/1978";1991;"30.03.1978";{D00C2484-94E6-438E-B698-78F0DF16E1C9}
"PoldryhovÈ";"Pole";"P-108/1978";1992;"30.03.1978";{B2A52D27-F54E-41F6-A49C-2A87BFDBE855}
"Na zr·ze";"Les";"P-5340/2007";2013;"05.09.2007";{5D80F36F-3A1F-409D-8322-E72045A43519}
"GreniËova skala";"Les";"P-378/1975";1993;"19.11.1975";{B8F6C25E-8A23-47E1-A686-3B68DA061A34}
"Vrch nad Hlbok˝m";"Pole";"P-108/1978";1985;"30.03.1978";{37A7DCA7-D897-9EF6-E053-3DC4A8C01B91}
"Feneösk˝ potok";"Vodn˝ tok";"P-108/1978";1989;"30.03.1978";{34A786C5-5500-4B3A-BD22-80920FC6F2D4}
"Chalmovsk· skala";"Les";"GK-2505/1994";2010;"07.09.1994";{627D2F13-7986-404A-A2ED-B32DEADB8EDD}
"Pleöiansky potok";"Vodn˝ tok";"P-164/1976";2010;"23.06.1976";{7FF110EE-5E65-491A-9C8C-E58B14A0943D}
"Botakla";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1991;"09.09.1981";{A6065A50-E197-4EC9-B500-882C9AFEAE67}
"ätrkovÈ";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1991;"09.09.1981";{E08FA83C-CC4F-4DE0-A9B6-14F3F7F8161C}
"Drexlerov·";"Les";"GK-2186/1994";2017;"16.08.1994";{3BE62435-34E5-EDD4-E053-3DC4A8C02B3D}
"Maloveck·";"Les";"GK-2186/1994";2017;"16.08.1994";{3BE62435-3524-EDD4-E053-3DC4A8C02B3D}
"Luûov";"Vodn˝ tok";"P-108/1978";2007;"30.03.1978";{ED293AEA-CD00-447B-94AB-7D00E366544C}
"DolnÈ L˙ky";"Pole";"GK-2327/1993";2003;"09.11.1993";{AB43FE76-EE42-4FA0-9509-E844AFE1AAC1}
"TrojstudÚa";"Pole";"P-108/1978";1992;"30.03.1978";{B67754B7-C47D-4A4F-BE7C-134258537437}
"Jasenovsk˝ hrad";"Zr˙canina";"P-221/1981";1990;"09.09.1981";{88FD0645-C71E-43E7-9896-BFA6AC74EA28}
"éihæavnÈ";"Les";"GK-2186/1994";2017;"16.08.1994";{3BE62435-3492-EDD4-E053-3DC4A8C02B3D}
"Priepasn˝ potok";"Vodn˝ tok";"P-108/1978";2003;"30.03.1978";{8DD2F713-130F-4E0E-99BA-784458DE3DC7}
"DÂûavy";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{6A49825F-7048-479B-8249-5C8E5E4AC747}
"Olöinsk˝ kan·l";"Kan·l, n·hon";"P-378/1975";1990;"19.11.1975";{275D4363-8591-48CB-A8D7-68541ACA0173}
"Dobrovodsk˝ hrad";"Zr˙canina";"P-221/1981";1990;"09.09.1981";{76D2B025-A6BE-4892-A8DB-77A33C070138}
"Opatov vrch";"Vrch";"P-164/1976";1993;"23.06.1976";{3820BFCF-E1E6-6701-E053-3DC4A8C06ABC}
"Apponiho klin";"Les";"P-4/1989";2007;"11.01.1989";{098ACBB3-702C-4CC9-8E82-162D8EC81724}
"Za Nehov˝m";"Dolina";"P-164/1976";2007;"23.06.1976";{975BB8CF-BDBD-4B26-8CAD-D25C89259BD2}
"çaûk·";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1992;"09.09.1981";{B83AA358-10E8-4B06-9A60-1618BAF4A84B}
"ProsatÌn";"Vrch";"P-164/1976";1994;"23.06.1976";{C5C7B2D5-0C18-475B-BC49-308E76D1D462}
"GalagoÚa";"Pole";"GK-1115/1993";2010;"27.07.1993";{B299C790-8E21-469A-897B-74F995F84C0A}
"Severn˝ Sv‰tuösk˝ kan·l";"Kan·l, n·hon";"P-470/1991";2005;"30.09.1991";{7ACAAF24-DEC0-4B6C-8739-209B203D83E9}
"Severn˝ Sv‰tuösk˝ kan·l";"Kan·l, n·hon";"P-470/1991";2005;"30.09.1991";{245C6DCE-09A1-4971-807D-676BFB08953E}
"Gliany";"Majer, osada, samota, miestna Ëasù";"P-221/1981";2007;"09.09.1981";{58154F9D-1A24-4BE2-9618-7F9966E6895D}
"Skatlinsk˝ potok";"Vodn˝ tok";"P-425/1990";1992;"31.10.1990";{F3DE3444-B2BE-4E78-8902-89EA401B14EB}
"DolnÈ Borody";"Majer, osada, samota, miestna Ëasù";"P-221/1981";2006;"09.09.1981";{39B2BD2A-6287-78F1-E053-3DC4A8C02AB7}
"Garbovsk˝ potok";"Vodn˝ tok";"P-378/1975";2008;"19.11.1975";{526DA4C8-A221-4785-A3C4-E21E5E897668}
"StoliËn˝ potok";"Vodn˝ tok";"P-108/1978";2007;"30.03.1978";{F79E7409-CDA9-4EB4-BA46-72A05B53AB44}
"TematÌnsky hrad";"Zr˙canina";"P-221/1981";1990;"09.09.1981";{1FE05AF8-C254-4249-BF2C-199296C54618}
"Predovr·tie";"Priesmyk, sedlo";"P-164/1976";1990;"23.06.1976";{EB3407D6-60F9-4B36-B8F1-A727AACC74BD}
"HriËovsk˝ hrad";"Zr˙canina";"P-221/1981";1990;"09.09.1981";{D9CE807B-41B1-49D5-A859-90CFAD68DC63}
"DevÌnsky hrad";"Zr˙canina";"P-221/1981";1981;"09.09.1981";{DE4BED87-174A-43B4-9B9D-7DC90FA6B2D5}
"Povaûan";"Majer, osada, samota, miestna Ëasù";"P-244/1986";2007;"29.07.1986";{47A4C324-C1C0-48CA-9151-B9AAE30BA9E8}
"Hrubanovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{79E547D0-AE52-41D5-9CE4-A6FBF348711D}
"Nosick˝ kan·l";"Kan·l, n·hon";"P-108/1978";1994;"30.03.1978";{125FB2EB-762D-48D3-AB1D-95C7C292E487}
"VinnÈ l˙ky";"Pole";"GK-2327/1993";2003;"09.11.1993";{3010B637-BB00-4A9D-B9B7-8008C64BA36C}
"sedlo pod Osobitou";"Priesmyk, sedlo";"P-164/1976";1987;"23.06.1976";{7870168B-0193-4D1F-BAA6-14B85243D75E}
"Radsk˝ kan·l";"Kan·l, n·hon";"P-378/1975";2007;"31.10.1990";{ABF243F0-7D56-487C-AFEE-BAC4DD86B9A2}
"Beckovsk˝ hrad";"Zr˙canina";"P-221/1981";1990;"09.09.1981";{3E6592E7-57F9-48AC-91E9-8E021531AA8B}
"Za kostolom";"Les";"P-185/1987";2007;"03.06.1987";{20F707F5-A2F1-4A25-95B1-53EA226302B9}
"Bodrog-Kamenec";"Kan·l, n·hon";"P-425/1990";2007;"31.10.1990";{8EFDB60F-4B48-4CE5-BA78-F3FD668226DF}
"Myö";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{488F6FAC-CD7A-4F26-9078-0D0C99EB56CF}
"Star· Nitra";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{E2609105-06D2-42ED-B344-528A81A6D3E2}
"BajarskÈ";"Les";"P-108/1978";2012;"30.03.1978";{1D5F9213-1DD7-4793-8A2E-FAE63E2B31B2}
"Nosick˝ kan·l";"Kan·l, n·hon";"P-108/1978";1994;"30.03.1978";{D4DFBCBA-7F95-4070-8C80-ED6ABB729169}
"Skalisko";"Vodn˝ tok";"P-164/1976";1993;"23.03.1976";{C7E73571-B89F-4FA4-BBF5-AED55FBDA7AF}
"Nad lieskou";"Les";"P-164/1976";1994;"23.06.1976";{838D18A7-B089-4ED5-A5FE-F49F4CF10E4D}
"Lenartovsk˝ potok";"Vodn˝ tok";"P-425/1990";1992;"31.10.1990";{BE70B110-03D2-4EE8-B783-0E8D7A6399D6}
"Lukovsk˝ potok";"Vodn˝ tok";"P-425/1990";2007;"31.10.1990";{D5DDA683-0D8D-4AE8-8438-8102612D9F4A}
"Klob·sov˝ potok";"Vodn˝ tok";"GK-1048/1994";2010;"18.04.1994";{D3AEB788-8F81-4090-84AE-C43EAEF8B5B5}
"äimuntrovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{875125B9-89B3-40F7-B05D-59321AA2629B}
"Hadie";"Pole";"P-108/1978";1991;"30.03.1978";{375A355D-E817-4F1B-A7CB-33F6E3C04E7D}
"Starina";"Vodn˝ tok";"P-378/1975";2007;"19.11.1975";{A7EB0290-3BE7-455A-AB52-3D6F50DD1F26}
"sedlo Poæany";"Priesmyk, sedlo";"P-164/1976";2007;"23.06.1976";{181C0530-803A-42B8-999F-EE042824F131}
"Iv·Ëka";"Les";"P-164/1976";2013;"23.06.1976";{A272F212-7EF9-4658-A589-075E38BB194E}
"Rub·Ú";"Les";"P-255/1992";2007;"16.06.1992";{E56B584C-9D9A-4D93-8D32-AC516980652B}
"Slansk˝ hrad";"Zr˙canina";"P-221/1981";1990;"09.09.1981";{400E5A59-F37A-4315-B109-D63A5DADEDB4}
"Cestick˝ kan·l";"Vodn˝ tok";"P-378/1975";2007;"19.11.1975";{D70B093A-02AD-45A0-B82E-9AC9A2992910}
"Paûite";"Pole";"P-108/1978";1979;"30.03.1978";{981DFABE-5EF7-4D22-9720-AFFC88A93C65}
"LometÌnsky potok";"Vodn˝ tok";"P-164/1976";1986;"23.06.1976";{BAF10F41-CCFE-493F-B108-574D495D843B}
"Olöany";"Vodn· n·drû";"P-98/1990";2007;"08.02.1990";{996F6AEB-E160-49CC-BA93-03270AB2428E}
"KÚanskÈ pole";"L˙ka, pasienok";"GK-1423/1993";2007;"28.07.1993";{D537A1A8-DDD5-43E0-B37B-6BBFF0CC7808}
"Nad Sæ˙nom";"Les";"GK-1031/1993";2007;"01.06.1993";{D8F37811-8C29-4B71-AD5D-87E1AAA8F8B9}
"Na æadnici";"Pole";"P-212/1982";2007;"21.10.1982";{81CBDF46-DBC0-44F2-A257-C1A4C6BFD97B}
"Na kolibe";"Les";"GK-2186/1994";2017;"16.08.1994";{3BBF5CEC-C233-8A96-E053-3DC4A8C077BF}
"KmÌnovo";"Les";"GK-2186/1994";2017;"16.08.1994";{3BBF5CEC-C220-8A96-E053-3DC4A8C077BF}
"Romûiarka";"Les";"GK-2186/1994";2017;"16.08.1994";{3BE62435-34D9-EDD4-E053-3DC4A8C02B3D}
